Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By,Label
hasFiller,Object Property,,,Polymer Composite Material,Calcium Carbonate UNION Talc UNION Wollastonite,,An object property that describes knowledge about the filler materials incorporated into a polymer composite material.,http://www.theworldavatar.com/kg/ontocompmat,hasFiller
hasProcessingTechnique,Object Property,,,Polymer Composite Material,Injection Moulding UNION Glass Mat Thermoplastic Compression Moulding UNION Resin Transfer Moulding Process UNION Reaction Injection Moulding,,An object property that describes knowledge about the processing techniques can be applied in producing different types of polymer composite materials.,http://www.theworldavatar.com/kg/ontocompmat,hasProcessingTechnique
Textile Composite,Class,,,,,,A composite in which the reinforcement is based on textile structures.,http://www.theworldavatar.com/kg/ontocompmat,Textile Composite
Woven Fabric Composite,Class,Textile Composite,IS-A,,,,A textile composite reinforced with woven fabrics.,http://www.theworldavatar.com/kg/ontocompmat,Woven Fabric Composite
Braided Fabric Composite,Class,Textile Composite,IS-A,,,,A textile composite reinforced with braided fabrics.,http://www.theworldavatar.com/kg/ontocompmat,Braided Fabric Composite
Knitted Fabric Composite,Class,Textile Composite,IS-A,,,,A textile composite reinforced with knitted fabrics.,http://www.theworldavatar.com/kg/ontocompmat,Knitted Fabric Composite
Hybrid Composite,Class,Composite Material,IS-A,,,,"Hybrids consist of several layers of composites and other types of materials, such as aluminium. The aluminium layer is reinforced by laminated or unidirectional (UD) composites composites. A hybrid composite may consist of two or more types of reinforcement or matrix materials.",http://www.theworldavatar.com/kg/ontocompmat,Hybrid Composite
Factor,Class,,,,,,Aspects to consider when manufacturing or recycling a composite material.,http://www.theworldavatar.com/kg/ontocompmat,Factor
Fibre Distribution In Matrix,Class,Factor,IS-A,,,,The aspect that focuses on the distribution of fibres within the matrix material of a composite.,http://www.theworldavatar.com/kg/ontocompmat,Fibre Distribution in Matrix
Compatibility between Matrix And Fibre,Class,Factor,IS-A,,,,The aspect that focuses on the degree of compatibility between the matrix and reinforcement materials.,http://www.theworldavatar.com/kg/ontocompmat,Compatibility between Matrix and Fibre
Fibre Orientation,Class,Factor,IS-A,,,,The aspect that describes the directional alignment of fibres within a composite material.,http://www.theworldavatar.com/kg/ontocompmat,Fibre Orientation
Thermal Stability Of Fibre,Class,Factor,IS-A,,,,The aspect that focuses on the ability of fibres to withstand degradation at higher temperatures.,http://www.theworldavatar.com/kg/ontocompmat,Thermal Stability of Fibre
affectsProcessingAndManufacturingOf,Object Property,,,Factor,Polymer Composite Material,,An object property that relates a factor influencing the manufacturing or processing of a polymer composite material.,http://www.theworldavatar.com/kg/ontocompmat,affectsProcessingAndManufacturingOf
isUsedToProduce,Object Property,,,Thermoforming,Fibre Mat Non Woven Composite,,An object property that describes the use of the thermoforming technique in the production of fibre mat non woven composite.,http://www.theworldavatar.com/kg/ontocompmat,isUsedToProduce
