Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By,Label
LandslideAlert,Class,Severity,IS-A,,,,A notification or alert issued to warn of potential landslide occurrences.,http://www.theworldavatar.com/kg/ontolandslide,Landslide Alert
LandslideWarning,Class,Severity,IS-A,,,,A warning issued based on predictive models or observed conditions.,http://www.theworldavatar.com/kg/ontolandslide,Landslide Warning
SevereLandslideWarning,Class,Severity,IS-A,,,,A warning indicating an imminent and potentially devastating landslide.,http://www.theworldavatar.com/kg/ontolandslide,Severe Landslide Warning
InactiveLandslideWarning,Class,Severity,IS-A,,,,A warning issued for a past landslide event that is no longer active.,http://www.theworldavatar.com/kg/ontolandslide,Inactive Landslide Warning
reportedBy,Object Property,,,WarningSign,Person,,Refers to the person who reported a warning sign.,http://www.theworldavatar.com/kg/ontolandslide,reported By
warnsAbout,Object Property,,,WarningSign,Landslide,,Indicates the landslide that the warning sign is about.,http://www.theworldavatar.com/kg/ontolandslide,warns About
hasSeverity,Object Property,,,WarningSign,Severity,,Links a warning sign to its severity level.,http://www.theworldavatar.com/kg/ontolandslide,has Severity
currentAlertOrWarningSign,Object Property,,,LandslideSpot,WarningSign,,Associates a landslide spot with its current warning sign.,http://www.theworldavatar.com/kg/ontolandslide,current Warning Sign
hasAlertOrWarningHistory,Object Property,,,LandslideSpot,LandslideWarningHistory,,Links a landslide spot to its warning history.,http://www.theworldavatar.com/kg/ontolandslide,has Warning History
hasTimeSeries,Object Property,,,LandslideWarningHistory,TimeSeries,,Associates landslide warning history with a time series of warning data.,http://www.theworldavatar.com/kg/ontolandslide,has Warning Time Series
