Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By,Label
usesDataFrom,Object Property,,,HazardAssessment,EarthObservationData,,Connects an input parameter to its data source.,http://www.theworldavatar.com/kg/ontoearthquake,uses Data From
producesWarning,Object Property,,,WarningSystem,Warning ,,Links a data source to its metadata.,http://www.theworldavatar.com/kg/ontoearthquake,produces Warning
informs,Object Property,,,SeismicHazardForecast,WarningSystem,,warning system informs warnings,http://www.theworldavatar.com/kg/ontoearthquake,informs
hasRiskLevel,Object Property,,,SeismicHazardForecast,RiskLevel,,Refers to the person who reported a warning sign.,http://www.theworldavatar.com/kg/ontoearthquake,has Risk Level
usesGNSS,Object Property,,,EarthObservationData,GNSS,,Indicates the earthquake that the warning sign is about.,http://www.theworldavatar.com/kg/ontoearthquake,uses GNSS
usesInSAR,Object Property,,,EarthObservationData,InSAR,,Links a warning sign to its severity level.,http://www.theworldavatar.com/kg/ontoearthquake,uses InSAR
usesSensor,Object Property,,,EarthObservationData,Sensor,,Associates a earthquake spot with its current warning sign.,http://www.theworldavatar.com/kg/ontoearthquake,uses Sensor
inDanger,Data Property,,,EnvironmentalComponent UNION InfrastructureComponent UNION LivingBeing,integer,,This property indicates the number of people or assets currently at risk due to the earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,in Danger
hasCollapsed,Data Property,,,InfrastructureComponent,integer,,"This property represents the number of infrastructure (e.g., buildings, bridges) has collapsed due to the earthquake.",http://www.theworldavatar.com/kg/ontoearthquake,has Collapsed
hasPartialDamage,Data Property,,,InfrastructureComponent,integer,,This property represents the number of infrastructure or assets have sustained partial damage from the earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,has Partial Damage
hasLossOfLife,Data Property,,,Population,integer,,This property represents the total number of human lives lost due to the earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,has Loss Of Life
hasEvacuated,Data Property,,,Population,integer,,This property indicates the number of people evacuated from the area due to the earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,has Evacuated
Likelihood,Class,,,,,,The probability of an earthquake occurring within a given time frame.,http://www.theworldavatar.com/kg/ontoearthquake,Likelihood
hasLikelihood,Object Property,,,RiskLevel,Likelihood,exactly 1,A relationship between a risk level and the underlying likelihood.,http://www.theworldavatar.com/kg/ontoearthquake,has likelihood
VeryLowLikelihood,Class,Likelihood,IS-A,,,,The likelihood of an earthquake with very low probability,http://www.theworldavatar.com/kg/ontoearthquake,Very likelihood
LowLikelihood,Class,Likelihood,IS-A,,,,The likelihood of an earthquake with low probability,http://www.theworldavatar.com/kg/ontoearthquake,Low likelihood
MediumLikelihood,Class,Likelihood,IS-A,,,,The likelihood of an earthquake with medium probability,http://www.theworldavatar.com/kg/ontoearthquake,Medium likelihood
HighLikelihood,Class,Likelihood,IS-A,,,,The likelihood of a earthquake with high probability,http://www.theworldavatar.com/kg/ontoearthquake,High likelihood
